start,end,text,speaker,robot-guess,certainty,status,round,transaction unit,position,gold character,final guess,circle,robot_correct,tu relation,hum-selection
2024-10-11 14:41:37.139,2024-10-11 14:41:37.401,"Hello! I am Robin. Let's play this game! Before we start with the real game, let's practice the basics. Are you ready?",Robot,,,,0.0,,,,,,,,
2024-10-11 14:41:37.401,2024-10-11 14:42:04.580,"Great. Now describe the character to me that you see in the first spot. For example, you can tell me what their face looks like, or something else that catches your eye.",Robot,,,,0.0,,,,,,,,
2024-10-11 14:42:04.580,2024-10-11 14:42:04.620,She has blonde hair and blue eyes,Human,,,,0.0,,,,,,,,
2024-10-11 14:42:04.620,2024-10-11 14:42:34.457,"Ah yes, that one is in the second spot for me. You can now click the number 1. A menu will open where you can click on the number 2, indicating that the one you just described is in the second spot in my picture. When you've done this, you will see a checkmark indicating that you've filled in this position. Is that correct?",Robot,,,,0.0,,,,,,,,
2024-10-11 14:42:34.457,2024-10-11 14:42:34.491,Yes but I clicked number one by accident,Human,,,,0.0,,,,,,,,
2024-10-11 14:42:34.491,2024-10-11 14:42:40.711,"Great! In the real game, we have to find the answers for all the characters. Please press the button to continue to the first round.",Robot,,,,0.0,,,,,,,,
2024-10-11 14:42:40.711,2024-10-11 14:42:40.712,Let's start!,Robot,,,,1.0,,,,,,,,
2024-10-11 14:42:40.712,2024-10-11 14:42:58.374,Who is in spot 1 for you?,Robot,,,,1.0,1.0,1.0,,,,,,
2024-10-11 14:42:58.374,2024-10-11 14:42:59.772,A woman with long brown hair,Human,10.0,0.356273192607663,SUCCESS_LOW,1.0,1.0,1.0,10.0,,outer,,answer-description,
2024-10-11 14:42:59.772,2024-10-11 14:43:04.034,the woman with long hair?,Robot,,,,1.0,1.0,1.0,,,,,req-clar,
2024-10-11 14:43:04.034,2024-10-11 14:43:04.161,yes,Human,,,,1.0,1.0,1.0,,,,,answer,
2024-10-11 14:43:04.161,2024-10-11 14:43:04.162,"Let's see, no, for me the woman with long hair is in spot 5. You can now fill in this position.",Robot,,,,1.0,1.0,1.0,10.0,10.0,outer,correct,ack-done,
2024-10-11 14:43:04.162,2024-10-11 14:43:11.171,"Okay, and spot 2?",Robot,,,,1.0,2.0,2.0,,,,,,
2024-10-11 14:43:11.171,2024-10-11 14:43:19.107,,,,,,1.0,,,,,,,,5.0
2024-10-11 14:43:19.107,2024-10-11 14:43:19.679,A man with grey hair and glasses,Human,2.0,0.2928640285185933,SUCCESS_LOW,1.0,2.0,2.0,2.0,,inner,,answer-description,
2024-10-11 14:43:19.679,2024-10-11 14:43:24.909,the man with glasses?,Robot,,,,1.0,2.0,2.0,,,,,req-clar,
2024-10-11 14:43:24.909,2024-10-11 14:43:24.989,yes,Human,,,,1.0,2.0,2.0,,,,,answer,
2024-10-11 14:43:24.989,2024-10-11 14:43:24.990,For me the man with glasses is in spot 3. You can now fill in this position.,Robot,,,,1.0,2.0,2.0,2.0,2.0,inner,correct,ack-done,
2024-10-11 14:43:24.990,2024-10-11 14:43:30.174,And the one in spot 3?,Robot,,,,1.0,3.0,3.0,,,,,,
2024-10-11 14:43:30.174,2024-10-11 14:43:40.013,,,,,,1.0,,,,,,,,3.0
2024-10-11 14:43:40.013,2024-10-11 14:43:40.539,woman with short blonde hair,Human,1.0,0.4840877363379909,SUCCESS_LOW,1.0,3.0,3.0,1.0,,inner,,answer-description,
2024-10-11 14:43:40.539,2024-10-11 14:43:46.371,the woman with earrings?,Robot,,,,1.0,3.0,3.0,,,,,req-clar,
2024-10-11 14:43:46.371,2024-10-11 14:43:46.475,yes,Human,,,,1.0,3.0,3.0,,,,,answer,
2024-10-11 14:43:46.475,2024-10-11 14:43:46.476,"Oh, the woman with earrings is in spot 1 for me. You can now fill in this position. It's going well!",Robot,,,,1.0,3.0,3.0,1.0,1.0,inner,correct,ack-done; encourage,
2024-10-11 14:43:46.476,2024-10-11 14:43:51.447,And spot 4?,Robot,,,,1.0,4.0,4.0,,,,,,
2024-10-11 14:43:51.447,2024-10-11 14:43:58.697,,,,,,1.0,,,,,,,,1.0
2024-10-11 14:43:58.697,2024-10-11 14:43:59.241,young man with brown hair,Human,14.0,0.2630738396970557,SUCCESS_LOW,1.0,4.0,4.0,14.0,,outer,,answer-description,
2024-10-11 14:43:59.241,2024-10-11 14:44:03.347,the man with a slick back?,Robot,,,,1.0,4.0,4.0,,,,,req-clar,
2024-10-11 14:44:03.347,2024-10-11 14:44:03.531,yes,Human,,,,1.0,4.0,4.0,,,,,answer,
2024-10-11 14:44:03.531,2024-10-11 14:44:03.532,"Hey, the man with a slick back is also in that spot for me. You can now fill in this position.",Robot,,,,1.0,4.0,4.0,14.0,14.0,outer,correct,ack-done,
2024-10-11 14:44:03.532,2024-10-11 14:44:08.727,"Okay, and spot 5?",Robot,,,,1.0,5.0,5.0,,,,,,
2024-10-11 14:44:08.727,2024-10-11 14:44:16.865,,,,,,1.0,,,,,,,,4.0
2024-10-11 14:44:16.865,2024-10-11 14:44:17.672,bald man,Human,3.0,0.5291794079574702,SUCCESS_LOW,1.0,5.0,5.0,3.0,,inner,,answer-description,
2024-10-11 14:44:17.672,2024-10-11 14:44:20.871,the bald man?,Robot,,,,1.0,5.0,5.0,,,,,req-clar,
2024-10-11 14:44:20.871,2024-10-11 14:44:20.949,yes,Human,,,,1.0,5.0,5.0,,,,,answer,
2024-10-11 14:44:20.949,2024-10-11 14:44:20.950,For me the bald man is in spot 2. You can now fill in this position.,Robot,,,,1.0,5.0,5.0,3.0,3.0,inner,correct,ack-done,
2024-10-11 14:44:20.950,2024-10-11 14:44:25.566,That was all of them. We can continue to the next round.,Robot,,,,1.0,,,,,,,,
2024-10-11 14:44:25.566,2024-10-11 14:44:26.908,,,,,,1.0,,,,,,,,2.0
2024-10-11 14:44:26.908,2024-10-11 14:44:26.909,Let's continue!,Robot,,,,2.0,,,,,,,,
2024-10-11 14:44:26.909,2024-10-11 14:44:34.187,Who is in spot 1 for you?,Robot,,,,2.0,6.0,1.0,,,,,,
2024-10-11 14:44:34.187,2024-10-11 14:44:34.730,woman with brown hair,Human,12.0,0.3563034202166718,SUCCESS_LOW,2.0,6.0,1.0,12.0,,outer,,answer-description,
2024-10-11 14:44:34.730,2024-10-11 14:44:43.188,the woman with wavy hair?,Robot,,,,2.0,6.0,1.0,,,,,req-clar,
2024-10-11 14:44:43.188,2024-10-11 14:44:43.336,yeah,Human,,,,2.0,6.0,1.0,,,,,answer,
2024-10-11 14:44:43.336,2024-10-11 14:44:47.454,"I'm sorry, I don't know whether you mean yes or no.",Robot,,,,2.0,6.0,1.0,,,,,req-clar,
2024-10-11 14:44:47.454,2024-10-11 14:44:47.526,yes,Human,,,,2.0,6.0,1.0,,,,,answer,
