start,end,text,speaker,robot-guess,certainty,status,round,transaction unit,position,gold character,final guess,circle,robot_correct,tu relation,hum-selection
2024-10-12 18:34:14.538,2024-10-12 18:34:15.374,"Hello! I am Robin. Let's play this game! Before we start with the real game, let's practice the basics. Are you ready?",Robot,,,,0.0,,,,,,,,
2024-10-12 18:34:15.374,2024-10-12 18:34:55.650,"Great. Now describe the character to me that you see in the first spot. For example, you can tell me what their face looks like, or something else that catches your eye.",Robot,,,,0.0,,,,,,,,
2024-10-12 18:34:55.650,2024-10-12 18:34:55.673,woman with blonde hair and pink lips,Human,,,,0.0,,,,,,,,
2024-10-12 18:34:55.673,2024-10-12 18:35:10.440,"Ah yes, that one is in the second spot for me. You can now click the number 1. A menu will open where you can click on the number 2, indicating that the one you just described is in the second spot in my picture. When you've done this, you will see a checkmark indicating that you've filled in this position. Is that correct?",Robot,,,,0.0,,,,,,,,
2024-10-12 18:35:10.440,2024-10-12 18:35:10.476,yes,Human,,,,0.0,,,,,,,,
2024-10-12 18:35:10.476,2024-10-12 18:35:17.459,"Great! In the real game, we have to find the answers for all the characters. Please press the button to continue to the first round.",Robot,,,,0.0,,,,,,,,
2024-10-12 18:35:17.459,2024-10-12 18:35:17.460,Let's start!,Robot,,,,1.0,,,,,,,,
2024-10-12 18:35:17.460,2024-10-12 18:35:30.139,Who is in spot 1 for you?,Robot,,,,1.0,1.0,1.0,,,,,,
2024-10-12 18:35:30.139,2024-10-12 18:35:31.531,a woman with very long brown hair,Human,10.0,0.4023774505531009,SUCCESS_LOW,1.0,1.0,1.0,10.0,,outer,,answer-description,
2024-10-12 18:35:31.531,2024-10-12 18:35:36.817,the woman with long hair?,Robot,,,,1.0,1.0,1.0,,,,,req-clar,
2024-10-12 18:35:36.817,2024-10-12 18:35:36.890,yes,Human,,,,1.0,1.0,1.0,,,,,answer,
2024-10-12 18:35:36.890,2024-10-12 18:35:36.891,For me the woman with long hair is in spot 5. You can now fill in this position. Keep it up!,Robot,,,,1.0,1.0,1.0,10.0,10.0,outer,correct,ack-done; encourage,
2024-10-12 18:35:36.891,2024-10-12 18:35:43.533,And spot 2?,Robot,,,,1.0,2.0,2.0,,,,,,
2024-10-12 18:35:43.533,2024-10-12 18:35:51.319,,,,,,1.0,,,,,,,,5.0
2024-10-12 18:35:51.319,2024-10-12 18:35:51.806,a man with grey hair and glasses,Human,2.0,0.1044441588986462,SUCCESS_LOW,1.0,2.0,2.0,2.0,,inner,,answer-description,
2024-10-12 18:35:51.806,2024-10-12 18:35:56.077,the man with glasses?,Robot,,,,1.0,2.0,2.0,,,,,req-clar,
2024-10-12 18:35:56.077,2024-10-12 18:35:56.209,yes,Human,,,,1.0,2.0,2.0,,,,,answer,
2024-10-12 18:35:56.209,2024-10-12 18:35:56.210,"Oh, the man with glasses is in spot 3 for me. You can now fill in this position. Keep it up!",Robot,,,,1.0,2.0,2.0,2.0,2.0,inner,correct,ack-done; encourage,
2024-10-12 18:35:56.210,2024-10-12 18:36:03.781,And spot 3?,Robot,,,,1.0,3.0,3.0,,,,,,
2024-10-12 18:36:03.781,2024-10-12 18:36:09.257,,,,,,1.0,,,,,,,,3.0
