start,end,text,speaker,robot-guess,certainty,status,round,transaction unit,position,gold character,final guess,circle,robot_correct,tu relation,hum-selection
2024-10-12 00:32:35.749,2024-10-12 00:32:37.087,"Hello! I am Robin. Let's play this game! Before we start with the real game, let's practice the basics. Are you ready?",Robot,,,,0.0,,,,,,,,
2024-10-12 00:32:37.087,2024-10-12 00:32:52.209,"Great. Now describe the character to me that you see in the first spot. For example, you can tell me what their face looks like, or something else that catches your eye.",Robot,,,,0.0,,,,,,,,
2024-10-12 00:32:52.209,2024-10-12 00:32:52.247,blonde woman,Human,,,,0.0,,,,,,,,
2024-10-12 00:32:52.247,2024-10-12 00:33:10.846,"Ah yes, that one is in the second spot for me. You can now click the number 1. A menu will open where you can click on the number 2, indicating that the one you just described is in the second spot in my picture. When you've done this, you will see a checkmark indicating that you've filled in this position. Is that correct?",Robot,,,,0.0,,,,,,,,
2024-10-12 00:33:10.846,2024-10-12 00:33:10.886,yes,Human,,,,0.0,,,,,,,,
2024-10-12 00:33:10.886,2024-10-12 00:33:18.997,"Great! In the real game, we have to find the answers for all the characters. Please press the button to continue to the first round.",Robot,,,,0.0,,,,,,,,
2024-10-12 00:33:18.997,2024-10-12 00:33:18.998,Let's start!,Robot,,,,1.0,,,,,,,,
2024-10-12 00:33:18.998,2024-10-12 00:33:29.212,Who is in spot 1 for you?,Robot,,,,1.0,1.0,1.0,,,,,,
2024-10-12 00:33:29.212,2024-10-12 00:33:30.791,brunette woman,Human,10.0,0.0012114706457987,MATCH_MULTIPLE,1.0,1.0,1.0,10.0,,outer,,answer-description,
2024-10-12 00:33:30.791,2024-10-12 00:33:37.573,the woman?,Robot,,,,1.0,1.0,1.0,,,,,req-clar,
2024-10-12 00:33:37.573,2024-10-12 00:33:37.680,yes,Human,10.0,1.0,SUCCESS_HIGH,1.0,1.0,1.0,10.0,,outer,,clar-repair,
2024-10-12 00:33:37.680,2024-10-12 00:33:37.681,"Let's see, no, for me the woman is in spot 5. You can now fill in this position.",Robot,,,,1.0,1.0,1.0,10.0,10.0,outer,correct,ack-done,
2024-10-12 00:33:37.681,2024-10-12 00:33:45.143,And spot 2?,Robot,,,,1.0,2.0,2.0,,,,,,
2024-10-12 00:33:45.143,2024-10-12 00:33:52.830,,,,,,1.0,,,,,,,,5.0
2024-10-12 00:33:52.830,2024-10-12 00:33:53.288,man with glasses,Human,2.0,0.3562764683828225,SUCCESS_LOW,1.0,2.0,2.0,2.0,,inner,,answer-description,
2024-10-12 00:33:53.288,2024-10-12 00:33:57.711,the man with glasses?,Robot,,,,1.0,2.0,2.0,,,,,req-clar,
2024-10-12 00:33:57.711,2024-10-12 00:33:57.861,yes,Human,,,,1.0,2.0,2.0,,,,,answer,
2024-10-12 00:33:57.861,2024-10-12 00:33:57.862,For me the man with glasses is in spot 3. You can now fill in this position.,Robot,,,,1.0,2.0,2.0,2.0,2.0,inner,correct,ack-done,
2024-10-12 00:33:57.862,2024-10-12 00:34:03.713,"Okay, let's move on to spot 3.",Robot,,,,1.0,3.0,3.0,,,,,,
2024-10-12 00:34:03.713,2024-10-12 00:34:11.189,,,,,,1.0,,,,,,,,3.0
2024-10-12 00:34:11.189,2024-10-12 00:34:11.789,blonde woman,Human,1.0,1.0,SUCCESS_HIGH,1.0,3.0,3.0,1.0,,inner,,answer-description,
2024-10-12 00:34:11.789,2024-10-12 00:34:11.790,"Oh, the woman with blonde hair is in spot 1 for me. You can now fill in this position.",Robot,,,,1.0,3.0,3.0,1.0,1.0,inner,correct,ack-done,
2024-10-12 00:34:11.790,2024-10-12 00:34:18.285,"Okay, and spot 4?",Robot,,,,1.0,4.0,4.0,,,,,,
2024-10-12 00:34:18.285,2024-10-12 00:34:30.110,,,,,,1.0,,,,,,,,1.0
2024-10-12 00:34:30.110,2024-10-12 00:34:30.675,brown hair man,Human,14.0,0.390261674726355,SUCCESS_LOW,1.0,4.0,4.0,14.0,,outer,,answer-description,
2024-10-12 00:34:30.675,2024-10-12 00:34:34.466,the man with a slick back?,Robot,,,,1.0,4.0,4.0,,,,,req-clar,
2024-10-12 00:34:34.466,2024-10-12 00:34:34.539,yes,Human,,,,1.0,4.0,4.0,,,,,answer,
